Step,Train_Loss,Eval_Step,Eval_Loss,State_Loss,Action_Loss
0,2.1778039932250977,1,2.433587074279785,1.3022584915161133,1.1313287019729614
1,2.3143837451934814,501,0.9617099761962891,0.25110459327697754,0.7106054425239563
2,2.4894068241119385,1001,0.9391200542449951,0.06400396674871445,0.8751160502433777
3,2.6218714714050293,1501,0.5026634335517883,0.035701051354408264,0.46696239709854126
4,2.2144103050231934,2001,0.32769569754600525,0.027947580441832542,0.2997480630874634
5,2.2808375358581543,2501,0.23232591152191162,0.019364461302757263,0.21296145021915436
6,2.490504741668701,3001,0.15593762695789337,0.01492820493876934,0.14100942015647888
7,2.2206778526306152,3501,0.14044702053070068,0.01259427797049284,0.12785272300243378
8,2.527771234512329,4001,0.12137293070554733,0.010956468991935253,0.1104164570569992
9,2.712954044342041,4501,0.11419431865215302,0.010705400258302689,0.10348891466856003
10,2.6047253608703613,5001,0.10537929832935333,0.008548672311007977,0.09683061391115189
11,2.423333168029785,5501,0.08972130715847015,0.008171804249286652,0.0815495029091835
12,2.230416774749756,6001,0.08834318816661835,0.00772402249276638,0.08061917126178741
13,2.2120156288146973,6501,0.09956489503383636,0.00674075772985816,0.09282414615154266
14,2.431710958480835,7001,0.0778525099158287,0.0070179118774831295,0.07083459943532944
15,2.4544565677642822,7501,0.0730777382850647,0.0057693962007761,0.06730833649635315
16,2.2484264373779297,8001,0.06875529885292053,0.004630562849342823,0.06412474811077118
17,2.274998188018799,8501,0.0787067711353302,0.006082517560571432,0.07262425869703293
18,2.615410327911377,9001,0.07362301647663116,0.005418115761131048,0.06820490211248398
19,2.658440589904785,9501,0.06325353682041168,0.005170261953026056,0.05808327719569206
20,2.7237167358398438,10001,0.0737881064414978,0.003735976293683052,0.0700521394610405
21,2.5630650520324707,10501,0.07792609184980392,0.0034564805682748556,0.07446960359811783
22,2.4371728897094727,11001,0.07101283967494965,0.004100464284420013,0.06691238284111023
23,2.3823561668395996,11501,0.0734674334526062,0.0033612078987061977,0.07010623067617416
24,2.35673189163208,12001,0.27470672130584717,0.002658735029399395,0.2720479667186737
25,2.4017128944396973,12501,0.19685035943984985,0.0025516704190522432,0.19429869949817657
26,2.3245768547058105,13001,0.06696217507123947,0.0037157407496124506,0.06324643641710281
