Step,Train_Loss,Eval_Step,Eval_Loss,State_Loss,Action_Loss
0,2.5472660064697266,1,2.3251535892486572,1.2377337217330933,1.087419867515564
1,2.420233964920044,501,0.9424117803573608,0.21668094396591187,0.7257308959960938
2,2.8561530113220215,1001,0.6970557570457458,0.06772986054420471,0.629325807094574
3,2.352144241333008,1501,0.5998263955116272,0.02750243991613388,0.5723239779472351
4,2.8923113346099854,2001,0.6039779186248779,0.016329985111951828,0.5876479148864746
5,2.080998659133911,2501,0.6238728165626526,0.009724652394652367,0.6141481995582581
6,2.4273672103881836,3001,0.5764381885528564,0.00579916313290596,0.5706390142440796
7,2.095397472381592,3501,0.5887962579727173,0.004872055724263191,0.5839242339134216
8,2.465369939804077,4001,0.5862328410148621,0.0036503286100924015,0.5825825929641724
9,2.0111207962036133,4501,0.6026959419250488,0.0033709630370140076,0.5993250012397766
10,1.9333568811416626,5001,0.5657286643981934,0.0025297561660408974,0.5631988644599915
11,2.413625478744507,5501,0.5313402414321899,0.0019189583836123347,0.5294212102890015
12,2.983109474182129,6001,0.5710521340370178,0.001989212818443775,0.5690628886222839
13,2.5957469940185547,6501,0.5848075151443481,0.002057581441476941,0.5827499628067017
14,2.3288915157318115,7001,0.5834653973579407,0.001732769887894392,0.5817326903343201
15,2.2750701904296875,7501,0.5492845177650452,0.0016580431256443262,0.5476264953613281
16,2.030970811843872,8001,0.5884276628494263,0.001595670240931213,0.5868319869041443
17,1.763092041015625,8501,0.5771821737289429,0.0014131442876532674,0.5757690072059631
18,2.35183048248291,9001,0.6024311184883118,0.0015241598011925817,0.6009070873260498
19,2.785149574279785,9501,0.5263605713844299,0.0011383770033717155,0.5252221822738647
20,2.362215042114258,10001,0.5596778988838196,0.0011415464105084538,0.5585363507270813
21,2.278275728225708,10501,0.575195848941803,0.001100319204851985,0.5740955471992493
22,1.4618761539459229,11001,0.5364719033241272,0.00100668054074049,0.5354652404785156
23,2.2004318237304688,11501,0.568674623966217,0.0011374624446034431,0.5675371289253235
24,1.963924765586853,12001,0.581053614616394,0.0010505974059924483,0.580003023147583
25,1.4397737979888916,12501,0.5739359259605408,0.0009580004261806607,0.5729779601097107
26,1.8290985822677612,13001,0.5896474123001099,0.0009311054600402713,0.5887163281440735
27,1.706547737121582,13501,0.5732143521308899,0.0008581465226598084,0.5723561644554138
28,2.212322473526001,14001,0.5497375130653381,0.0008565009920857847,0.5488809943199158
29,2.0200440883636475,14501,0.5534533262252808,0.0008664007764309645,0.5525869727134705
